primary	mature	RBP	value
hsa-mir-138-1	hsa-miR-138	RBM4B	0
hsa-mir-138-1	hsa-miR-138	RBM12B	0
hsa-mir-138-1	hsa-miR-138	SLTM	0
hsa-mir-138-1	hsa-miR-138	NUDT16L1	0.14218009478673
hsa-mir-138-1	hsa-miR-138	GRSF1	0
hsa-mir-138-1	hsa-miR-138	HNRNPF	1.92968129506475
hsa-mir-138-1	hsa-miR-138	HNRNPH1	1.01110827774957
hsa-mir-138-1	hsa-miR-138	HNRNPH2	1.02146448185514
hsa-mir-138-1	hsa-miR-138	HNRNPH3	0.293841068307109
hsa-mir-138-1	hsa-miR-138	EDC4	0
hsa-mir-138-1	hsa-miR-138	DCP1A	0
hsa-mir-138-1	hsa-miR-138	DCP1B	0
hsa-mir-138-1	hsa-miR-138	DCP2	0
hsa-mir-138-1	hsa-miR-138	DDX3X	0.715177767667172
hsa-mir-138-1	hsa-miR-138	DDX3Y	0
hsa-mir-138-1	hsa-miR-138	HNRNPR	0.498163926341613
hsa-mir-138-1	hsa-miR-138	SYNCRIP	0.485680904541969
hsa-mir-138-1	hsa-miR-138	ZFR	0
hsa-mir-138-1	hsa-miR-138	TRMT1L	0
hsa-mir-138-1	hsa-miR-138	MSI1	0
hsa-mir-138-1	hsa-miR-138	MSI2	0
hsa-mir-138-1	hsa-miR-138	TRIM26	0
hsa-mir-138-1	hsa-miR-138	SART3	0
hsa-mir-138-1	hsa-miR-138	RBBP6	0
hsa-mir-138-1	hsa-miR-138	CRTAP	0
hsa-mir-138-1	hsa-miR-138	P3H1	0
hsa-mir-138-1	hsa-miR-138	TRA2A	0.34965034965035
hsa-mir-138-1	hsa-miR-138	TRA2B	0.747973278497597
hsa-mir-138-1	hsa-miR-138	WWP1	0
hsa-mir-138-1	hsa-miR-138	WWP2	0
hsa-mir-138-1	hsa-miR-138	CPSF1	0.167785234899329
hsa-mir-138-1	hsa-miR-138	CPSF2	0
hsa-mir-138-1	hsa-miR-138	CPSF3	0
hsa-mir-138-1	hsa-miR-138	CPSF4	0
hsa-mir-138-1	hsa-miR-138	NUDT21	0.115740740740741
hsa-mir-138-1	hsa-miR-138	CPSF6	0
hsa-mir-138-1	hsa-miR-138	CPSF7	0
hsa-mir-138-1	hsa-miR-138	CSTF2	0
hsa-mir-138-1	hsa-miR-138	CSTF3	0
hsa-mir-138-1	hsa-miR-138	FIP1L1	0
hsa-mir-138-1	hsa-miR-138	WDR33	0
hsa-mir-138-1	hsa-miR-138	SYMPK	0
hsa-mir-138-1	hsa-miR-138	EPRS	0.27091809056768
hsa-mir-138-1	hsa-miR-138	RARS	0.0455650060753341
hsa-mir-138-1	hsa-miR-138	IARS	0.11454753722795
hsa-mir-138-1	hsa-miR-138	LARS	0
hsa-mir-138-1	hsa-miR-138	DARS	0.944864970362262
hsa-mir-138-1	hsa-miR-138	QARS	0.0635324015247776
hsa-mir-138-1	hsa-miR-138	MARS	0.0697058413495051
hsa-mir-138-1	hsa-miR-138	KARS	0.0509683995922528
hsa-mir-138-1	hsa-miR-138	AIMP1	0
hsa-mir-138-1	hsa-miR-138	AIMP2	0
hsa-mir-138-1	hsa-miR-138	ZNF385A	0
hsa-mir-138-1	hsa-miR-138	LARP7	0.0661959399823478
hsa-mir-138-1	hsa-miR-138	DZIP3	0
hsa-mir-138-1	hsa-miR-138	TIAL1	0
hsa-mir-138-1	hsa-miR-138	MYEF2	0
hsa-mir-138-1	hsa-miR-138	RBFOX2	0
hsa-mir-138-1	hsa-miR-138	KNOP1	0
hsa-mir-138-1	hsa-miR-138	DHX37	0
hsa-mir-138-1	hsa-miR-138	DDX21	0.380529397210593
hsa-mir-138-1	hsa-miR-138	LRPPRC	0.55791939738643
hsa-mir-138-1	hsa-miR-138	RBM45	0
hsa-mir-138-1	hsa-miR-138	RBMS1	0
hsa-mir-138-1	hsa-miR-138	RBMS2	0
hsa-mir-138-1	hsa-miR-138	HARS2	0
hsa-mir-138-1	hsa-miR-138	SUGP2	0
hsa-mir-138-1	hsa-miR-138	MATR3	0.647954880005503
hsa-mir-138-1	hsa-miR-138	YBX3	0.64662277245692
hsa-mir-138-1	hsa-miR-138	YBX1	0.72492670420087
hsa-mir-138-1	hsa-miR-138	YBX2	0
hsa-mir-138-1	hsa-miR-138	SAFB	0
hsa-mir-138-1	hsa-miR-138	FUS	0.139984880678986
hsa-mir-138-1	hsa-miR-138	TAF15	0.0925925925925926
hsa-mir-138-1	hsa-miR-138	RBM14	0.027378507871321
hsa-mir-138-1	hsa-miR-138	DDX1	0.757449629351329
hsa-mir-138-1	hsa-miR-138	APOBEC3B	0
hsa-mir-138-1	hsa-miR-138	RTCB	0.929762185712635
hsa-mir-138-1	hsa-miR-138	DDX23	0
hsa-mir-138-1	hsa-miR-138	RBM47	0
hsa-mir-138-1	hsa-miR-138	PRMT1	4.63760750490956
hsa-mir-138-1	hsa-miR-138	RBM6	0
hsa-mir-138-1	hsa-miR-138	SUGP1	0
hsa-mir-138-1	hsa-miR-138	PLRG1	0
hsa-mir-138-1	hsa-miR-138	CDC5L	0
hsa-mir-138-1	hsa-miR-138	CDC40	0
hsa-mir-138-1	hsa-miR-138	SF3A1	0
hsa-mir-138-1	hsa-miR-138	SF3A3	0
hsa-mir-138-1	hsa-miR-138	SF3B1	0.696852127585937
hsa-mir-138-1	hsa-miR-138	SF3B2	0.424242424242424
hsa-mir-138-1	hsa-miR-138	SF3B3	0.586296852614099
hsa-mir-138-1	hsa-miR-138	SF3B4	1.81818181818182
hsa-mir-138-1	hsa-miR-138	SF3B5	0
hsa-mir-138-1	hsa-miR-138	U2SURP	1.12303155781417
hsa-mir-138-1	hsa-miR-138	RBM10	0
hsa-mir-138-1	hsa-miR-138	CHERP	0
hsa-mir-138-1	hsa-miR-138	CCAR1	0
hsa-mir-138-1	hsa-miR-138	RBM17	0
hsa-mir-138-1	hsa-miR-138	RBM5	0
hsa-mir-138-1	hsa-miR-138	AQR	0
hsa-mir-138-1	hsa-miR-138	XAB2	0
hsa-mir-138-1	hsa-miR-138	PAXBP1	0
hsa-mir-138-1	hsa-miR-138	PURA	0
hsa-mir-138-1	hsa-miR-138	PURB	0
hsa-mir-138-1	hsa-miR-138	PLOD1	0
hsa-mir-138-1	hsa-miR-138	HNRNPA0	0.224050472571913
hsa-mir-138-1	hsa-miR-138	HNRNPA1	0.61569823290049
hsa-mir-138-1	hsa-miR-138	HNRNPA2B1	0.583113485928525
hsa-mir-138-1	hsa-miR-138	HNRNPA3	0.451498734606126
hsa-mir-138-1	hsa-miR-138	HNRNPK	0.656720185102175
hsa-mir-138-1	hsa-miR-138	KIN	0
hsa-mir-138-1	hsa-miR-138	TRIM71	0
hsa-mir-138-1	hsa-miR-138	G3BP2	0
hsa-mir-138-1	hsa-miR-138	ZC3H7A	0
hsa-mir-138-1	hsa-miR-138	ZC3H7B	0
hsa-mir-138-1	hsa-miR-138	XRN1	0
hsa-mir-138-1	hsa-miR-138	TRIM25	0
hsa-mir-138-1	hsa-miR-138	ATXN2L	0
hsa-mir-138-1	hsa-miR-138	ATXN2	0
hsa-mir-138-1	hsa-miR-138	NUFIP2	0
hsa-mir-138-1	hsa-miR-138	TTC3	0
hsa-mir-138-1	hsa-miR-138	PAPD4	2.25376174518694
hsa-mir-138-1	hsa-miR-138	ZC3H11A	0
hsa-mir-138-1	hsa-miR-138	HNRNPM	0.558520959862218
hsa-mir-138-1	hsa-miR-138	ZNF346	0
hsa-mir-138-1	hsa-miR-138	RTCA	0
hsa-mir-138-1	hsa-miR-138	DHX36	0.10989010989011
hsa-mir-138-1	hsa-miR-138	USP36	0
hsa-mir-138-1	hsa-miR-138	PATL1	0
hsa-mir-138-1	hsa-miR-138	EDC3	0
hsa-mir-138-1	hsa-miR-138	LSM10	0
hsa-mir-138-1	hsa-miR-138	LSM11	0
hsa-mir-138-1	hsa-miR-138	CASC3	0
hsa-mir-138-1	hsa-miR-138	NONO	0.559714440054985
hsa-mir-138-1	hsa-miR-138	SFPQ	0.341171775858828
hsa-mir-138-1	hsa-miR-138	ZNF106	0
hsa-mir-138-1	hsa-miR-138	DDX49	0
hsa-mir-138-1	hsa-miR-138	CELF2	0
hsa-mir-138-1	hsa-miR-138	CELF1	0
hsa-mir-138-1	hsa-miR-138	PIP5K1A	0
hsa-mir-138-1	hsa-miR-138	EIF2AK2	4.5352069891152
hsa-mir-138-1	hsa-miR-138	LARP6	0
hsa-mir-138-1	hsa-miR-138	ZC3H10	0
hsa-mir-138-1	hsa-miR-138	C9ORF114	0.545454545454545
hsa-mir-138-1	hsa-miR-138	SF1	0
hsa-mir-138-1	hsa-miR-138	PUM1	0.350877192982456
hsa-mir-138-1	hsa-miR-138	PUM2	0
hsa-mir-138-1	hsa-miR-138	ELAC1	0
hsa-mir-138-1	hsa-miR-138	IGF2BP1	1.01826597890688
hsa-mir-138-1	hsa-miR-138	IGF2BP2	2.6467986732191
hsa-mir-138-1	hsa-miR-138	IGF2BP3	1.68965418175708
hsa-mir-138-1	hsa-miR-138	PGAM5	0
hsa-mir-138-1	hsa-miR-138	CSTF1	0
hsa-mir-138-1	hsa-miR-138	LCORL	0
hsa-mir-138-1	hsa-miR-138	NOL4L	0
hsa-mir-138-1	hsa-miR-138	C1QBP	0.0930809804529941
hsa-mir-138-1	hsa-miR-138	PTBP1	0.562391677110478
hsa-mir-138-1	hsa-miR-138	PTBP3	0.0574712643678161
hsa-mir-138-1	hsa-miR-138	FAM98A	0.433216842742202
hsa-mir-138-1	hsa-miR-138	FAM98B	0.925925925925926
hsa-mir-138-1	hsa-miR-138	MTERF3	0
hsa-mir-138-1	hsa-miR-138	PTCD3	0
hsa-mir-138-1	hsa-miR-138	TRIM56	0
hsa-mir-138-1	hsa-miR-138	PDCD11	0.293606624356837
hsa-mir-138-1	hsa-miR-138	UPF1	0.301482114272918
hsa-mir-138-1	hsa-miR-138	NOL6	0
hsa-mir-138-1	hsa-miR-138	ERAL1	0.345622119815668
hsa-mir-138-1	hsa-miR-138	UTP20	0.26539291835735
hsa-mir-138-1	hsa-miR-138	QKI	0
hsa-mir-138-1	hsa-miR-138	PUF60	0
hsa-mir-138-2	hsa-miR-138	C1QBP	7.24043466581927
hsa-mir-138-2	hsa-miR-138	PTBP1	1.83969874433836
hsa-mir-138-2	hsa-miR-138	PTBP3	5.09646150676937
hsa-mir-138-2	hsa-miR-138	FAM98A	0
hsa-mir-138-2	hsa-miR-138	FAM98B	0
hsa-mir-138-2	hsa-miR-138	MTERF3	0
hsa-mir-138-2	hsa-miR-138	PTCD3	0
hsa-mir-138-2	hsa-miR-138	TRIM56	0
hsa-mir-138-2	hsa-miR-138	PDCD11	1.91779863331963
hsa-mir-138-2	hsa-miR-138	UPF1	0.208408872822791
hsa-mir-138-2	hsa-miR-138	NOL6	1.18916827852998
hsa-mir-138-2	hsa-miR-138	ERAL1	0
hsa-mir-138-2	hsa-miR-138	UTP20	2.46133876498092
hsa-mir-138-2	hsa-miR-138	QKI	0
hsa-mir-138-2	hsa-miR-138	PUF60	0.657225853304285
hsa-mir-138-2	hsa-miR-138	LSM10	0
hsa-mir-138-2	hsa-miR-138	LSM11	0
hsa-mir-138-2	hsa-miR-138	CASC3	0
hsa-mir-138-2	hsa-miR-138	NONO	0.496476433273184
hsa-mir-138-2	hsa-miR-138	SFPQ	1.01447557196527
hsa-mir-138-2	hsa-miR-138	ZNF106	35.2941176470588
hsa-mir-138-2	hsa-miR-138	DDX49	95.6140350877193
hsa-mir-138-2	hsa-miR-138	CELF2	0
hsa-mir-138-2	hsa-miR-138	CELF1	0.516244411326379
hsa-mir-138-2	hsa-miR-138	PIP5K1A	0
hsa-mir-138-2	hsa-miR-138	EIF2AK2	0.847673928592393
hsa-mir-138-2	hsa-miR-138	LARP6	0
hsa-mir-138-2	hsa-miR-138	ZC3H10	0
hsa-mir-138-2	hsa-miR-138	C9ORF114	1.6969696969697
hsa-mir-138-2	hsa-miR-138	SF1	0
hsa-mir-138-2	hsa-miR-138	PUM1	0.491803278688525
hsa-mir-138-2	hsa-miR-138	PUM2	0
hsa-mir-138-2	hsa-miR-138	ELAC1	0
hsa-mir-138-2	hsa-miR-138	IGF2BP1	2.29369957748203
hsa-mir-138-2	hsa-miR-138	IGF2BP2	2.29071162487399
hsa-mir-138-2	hsa-miR-138	IGF2BP3	2.39349717897246
hsa-mir-138-2	hsa-miR-138	PGAM5	0
hsa-mir-138-2	hsa-miR-138	CSTF1	0
hsa-mir-138-2	hsa-miR-138	LCORL	0
hsa-mir-138-2	hsa-miR-138	NOL4L	0
hsa-mir-138-2	hsa-miR-138	HNRNPA3	0.090754286156585
hsa-mir-138-2	hsa-miR-138	HNRNPK	0.943038940668284
hsa-mir-138-2	hsa-miR-138	KIN	0
hsa-mir-138-2	hsa-miR-138	TRIM71	0
hsa-mir-138-2	hsa-miR-138	G3BP2	0.0950570342205323
hsa-mir-138-2	hsa-miR-138	ZC3H7A	0
hsa-mir-138-2	hsa-miR-138	ZC3H7B	0
hsa-mir-138-2	hsa-miR-138	XRN1	0
hsa-mir-138-2	hsa-miR-138	TRIM25	0
hsa-mir-138-2	hsa-miR-138	ATXN2L	0
hsa-mir-138-2	hsa-miR-138	ATXN2	0
hsa-mir-138-2	hsa-miR-138	NUFIP2	0.146520146520146
hsa-mir-138-2	hsa-miR-138	TTC3	0
hsa-mir-138-2	hsa-miR-138	PAPD4	0
hsa-mir-138-2	hsa-miR-138	ZC3H11A	0
hsa-mir-138-2	hsa-miR-138	HNRNPM	1.03441437466406
hsa-mir-138-2	hsa-miR-138	ZNF346	0
hsa-mir-138-2	hsa-miR-138	RTCA	2.23894951585287
hsa-mir-138-2	hsa-miR-138	DHX36	2.90939300995014
hsa-mir-138-2	hsa-miR-138	USP36	17.5824175824176
hsa-mir-138-2	hsa-miR-138	PATL1	2.77777777777778
hsa-mir-138-2	hsa-miR-138	EDC3	0
hsa-mir-138-2	hsa-miR-138	EDC4	0
hsa-mir-138-2	hsa-miR-138	DCP1A	0
hsa-mir-138-2	hsa-miR-138	DCP1B	0
hsa-mir-138-2	hsa-miR-138	LIN28A	0.2615518744551
hsa-mir-138-2	hsa-miR-138	LIN28B	0
hsa-mir-138-2	hsa-miR-138	ZCCHC11	0
hsa-mir-138-2	hsa-miR-138	ZCCHC6	18.4744268077601
hsa-mir-138-2	hsa-miR-138	HNRNPL	0.511413611551746
hsa-mir-138-2	hsa-miR-138	STRBP	0
hsa-mir-138-2	hsa-miR-138	NUDT16L1	0
hsa-mir-138-2	hsa-miR-138	GRSF1	0
hsa-mir-138-2	hsa-miR-138	HNRNPF	0.786140437487326
hsa-mir-138-2	hsa-miR-138	HNRNPH1	0.541985042062138
hsa-mir-138-2	hsa-miR-138	HNRNPH2	0.1448061824942
hsa-mir-138-2	hsa-miR-138	HNRNPH3	0.130193021654039
hsa-mir-138-2	hsa-miR-138	ADARB1	0
hsa-mir-138-2	hsa-miR-138	ESRP1	0.469483568075117
hsa-mir-138-2	hsa-miR-138	TRMT10C	0
hsa-mir-138-2	hsa-miR-138	RBM4	0.406593406593407
hsa-mir-138-2	hsa-miR-138	RBM4B	0
hsa-mir-138-2	hsa-miR-138	RBM12B	0
hsa-mir-138-2	hsa-miR-138	SLTM	0
hsa-mir-138-2	hsa-miR-138	SAFB	0
hsa-mir-138-2	hsa-miR-138	FUS	0.548923301001892
hsa-mir-138-2	hsa-miR-138	TAF15	0.239460290594419
hsa-mir-138-2	hsa-miR-138	RBM14	1.37063953619468
hsa-mir-138-2	hsa-miR-138	DDX1	0.0756674954059021
hsa-mir-138-2	hsa-miR-138	APOBEC3B	0.0962000962000962
hsa-mir-138-2	hsa-miR-138	RTCB	0.165795540936792
hsa-mir-138-2	hsa-miR-138	DDX23	10.8831168831169
hsa-mir-138-2	hsa-miR-138	RBM47	0
hsa-mir-138-2	hsa-miR-138	PRMT1	0
hsa-mir-138-2	hsa-miR-138	RBM6	0
hsa-mir-138-2	hsa-miR-138	SUGP1	0
hsa-mir-138-2	hsa-miR-138	PLRG1	0
hsa-mir-138-2	hsa-miR-138	CDC5L	0
hsa-mir-138-2	hsa-miR-138	CDC40	0
hsa-mir-138-2	hsa-miR-138	SF3A1	0.327868852459016
hsa-mir-138-2	hsa-miR-138	SF3A3	0
hsa-mir-138-2	hsa-miR-138	SF3B1	1.69280219227452
hsa-mir-138-2	hsa-miR-138	SF3B2	0.976804730357131
hsa-mir-138-2	hsa-miR-138	SF3B3	1.31718971000567
hsa-mir-138-2	hsa-miR-138	SF3B4	0.280373831775701
hsa-mir-138-2	hsa-miR-138	SF3B5	0
hsa-mir-138-2	hsa-miR-138	U2SURP	0.84082040648267
hsa-mir-138-2	hsa-miR-138	RBM10	0
hsa-mir-138-2	hsa-miR-138	CHERP	0
hsa-mir-138-2	hsa-miR-138	CCAR1	0
hsa-mir-138-2	hsa-miR-138	RBM17	0
hsa-mir-138-2	hsa-miR-138	RBM5	0
hsa-mir-138-2	hsa-miR-138	AQR	0
hsa-mir-138-2	hsa-miR-138	XAB2	0
hsa-mir-138-2	hsa-miR-138	PAXBP1	0
hsa-mir-138-2	hsa-miR-138	PURA	0
hsa-mir-138-2	hsa-miR-138	PURB	0
hsa-mir-138-2	hsa-miR-138	PLOD1	0
hsa-mir-138-2	hsa-miR-138	HNRNPA0	0.0390167772142021
hsa-mir-138-2	hsa-miR-138	HNRNPA1	0.445108419558478
hsa-mir-138-2	hsa-miR-138	HNRNPA2B1	0.321412722275289
hsa-mir-138-2	hsa-miR-138	TRA2B	0.825551248801564
hsa-mir-138-2	hsa-miR-138	WWP1	0
hsa-mir-138-2	hsa-miR-138	WWP2	0
hsa-mir-138-2	hsa-miR-138	CPSF1	2.27272727272727
hsa-mir-138-2	hsa-miR-138	CPSF2	0
hsa-mir-138-2	hsa-miR-138	CPSF3	0
hsa-mir-138-2	hsa-miR-138	CPSF4	0
hsa-mir-138-2	hsa-miR-138	NUDT21	0
hsa-mir-138-2	hsa-miR-138	CPSF6	0.171526586620926
hsa-mir-138-2	hsa-miR-138	CPSF7	0
hsa-mir-138-2	hsa-miR-138	CSTF2	0
hsa-mir-138-2	hsa-miR-138	CSTF3	10
hsa-mir-138-2	hsa-miR-138	FIP1L1	0
hsa-mir-138-2	hsa-miR-138	WDR33	0
hsa-mir-138-2	hsa-miR-138	SYMPK	1.61290322580645
hsa-mir-138-2	hsa-miR-138	EPRS	1.32561042904009
hsa-mir-138-2	hsa-miR-138	RARS	1.1734893658298
hsa-mir-138-2	hsa-miR-138	IARS	7.19399687390042
hsa-mir-138-2	hsa-miR-138	LARS	0.532163742690059
hsa-mir-138-2	hsa-miR-138	DARS	1.09315328679352
hsa-mir-138-2	hsa-miR-138	QARS	1.2385857537704
hsa-mir-138-2	hsa-miR-138	MARS	2.57156514967794
hsa-mir-138-2	hsa-miR-138	KARS	0.879233971240889
hsa-mir-138-2	hsa-miR-138	AIMP1	0.898106868256122
hsa-mir-138-2	hsa-miR-138	AIMP2	0.757575757575758
hsa-mir-138-2	hsa-miR-138	DCP2	0
hsa-mir-138-2	hsa-miR-138	DDX3X	1.24070611794388
hsa-mir-138-2	hsa-miR-138	DDX3Y	0
hsa-mir-138-2	hsa-miR-138	HNRNPR	0.692625070296343
hsa-mir-138-2	hsa-miR-138	SYNCRIP	0.632890628355138
hsa-mir-138-2	hsa-miR-138	ZFR	0.378787878787879
hsa-mir-138-2	hsa-miR-138	TRMT1L	0
hsa-mir-138-2	hsa-miR-138	MSI1	0
hsa-mir-138-2	hsa-miR-138	MSI2	0.0942063118228921
hsa-mir-138-2	hsa-miR-138	TRIM26	4.54545454545455
hsa-mir-138-2	hsa-miR-138	SART3	0
hsa-mir-138-2	hsa-miR-138	RBBP6	0
hsa-mir-138-2	hsa-miR-138	CRTAP	1.58730158730159
hsa-mir-138-2	hsa-miR-138	P3H1	0
hsa-mir-138-2	hsa-miR-138	TRA2A	0.527452366846943
hsa-mir-138-2	hsa-miR-138	MATR3	5.33793762487019
hsa-mir-138-2	hsa-miR-138	YBX3	12.134151313981
hsa-mir-138-2	hsa-miR-138	YBX1	4.99284322515627
hsa-mir-138-2	hsa-miR-138	YBX2	38.359715979415
hsa-mir-138-2	hsa-miR-138	RBFOX2	0.509538152610442
hsa-mir-138-2	hsa-miR-138	KNOP1	2.25746761829236
hsa-mir-138-2	hsa-miR-138	DHX37	8.8293282738317
hsa-mir-138-2	hsa-miR-138	DDX21	7.11966222082038
hsa-mir-138-2	hsa-miR-138	LRPPRC	1.23363888849675
hsa-mir-138-2	hsa-miR-138	RBM45	0
hsa-mir-138-2	hsa-miR-138	RBMS1	0
hsa-mir-138-2	hsa-miR-138	RBMS2	0
hsa-mir-138-2	hsa-miR-138	ZNF385A	0
hsa-mir-138-2	hsa-miR-138	LARP7	6.05196726502048
hsa-mir-138-2	hsa-miR-138	DZIP3	0
hsa-mir-138-2	hsa-miR-138	TIAL1	0
hsa-mir-138-2	hsa-miR-138	MYEF2	0
hsa-mir-138-2	hsa-miR-138	HARS2	0
hsa-mir-138-2	hsa-miR-138	SUGP2	6.96377515788161
hsa-mir-140	hsa-miR-140-3p	NUDT16L1	0
hsa-mir-140	hsa-miR-140-5p	NUDT16L1	0
hsa-mir-140	hsa-miR-140-3p	GRSF1	0
hsa-mir-140	hsa-miR-140-5p	GRSF1	0
hsa-mir-140	hsa-miR-140-3p	HNRNPL	0.405758209939245
hsa-mir-140	hsa-miR-140-5p	HNRNPL	0.405758209939245
hsa-mir-140	hsa-miR-140-3p	STRBP	0
hsa-mir-140	hsa-miR-140-5p	STRBP	0
hsa-mir-140	hsa-miR-140-3p	HNRNPH2	0.255089097436979
hsa-mir-140	hsa-miR-140-5p	HNRNPH2	0.255089097436979
hsa-mir-140	hsa-miR-140-3p	HNRNPH3	0.759036522898003
hsa-mir-140	hsa-miR-140-5p	HNRNPH3	0.759036522898003
hsa-mir-140	hsa-miR-140-3p	HNRNPF	0.670374797808425
hsa-mir-140	hsa-miR-140-5p	HNRNPF	0.670374797808425
hsa-mir-140	hsa-miR-140-3p	HNRNPH1	0.748772215568374
hsa-mir-140	hsa-miR-140-5p	HNRNPH1	0.748772215568374
hsa-mir-140	hsa-miR-140-3p	TRMT10C	0
hsa-mir-140	hsa-miR-140-5p	TRMT10C	0
hsa-mir-140	hsa-miR-140-3p	RBM4	0
hsa-mir-140	hsa-miR-140-5p	RBM4	0
hsa-mir-140	hsa-miR-140-3p	RBM4B	0
hsa-mir-140	hsa-miR-140-5p	RBM4B	0
hsa-mir-140	hsa-miR-140-3p	RBM12B	0
hsa-mir-140	hsa-miR-140-5p	RBM12B	0
hsa-mir-140	hsa-miR-140-3p	SLTM	0
hsa-mir-140	hsa-miR-140-5p	SLTM	0
hsa-mir-140	hsa-miR-140-3p	SAFB	0
hsa-mir-140	hsa-miR-140-5p	SAFB	0
hsa-mir-140	hsa-miR-140-3p	FUS	0.361316114269706
hsa-mir-140	hsa-miR-140-5p	FUS	0.361316114269706
hsa-mir-140	hsa-miR-140-3p	TAF15	0.656336102241009
hsa-mir-140	hsa-miR-140-5p	TAF15	0.656336102241009
hsa-mir-140	hsa-miR-140-3p	RBM14	0.258838648395703
hsa-mir-140	hsa-miR-140-5p	RBM14	0.258838648395703
hsa-mir-140	hsa-miR-140-3p	DDX1	0.327400733158516
hsa-mir-140	hsa-miR-140-5p	DDX1	0.327400733158516
hsa-mir-140	hsa-miR-140-3p	APOBEC3B	0.213219616204691
hsa-mir-140	hsa-miR-140-5p	APOBEC3B	0.213219616204691
hsa-mir-140	hsa-miR-140-3p	ADARB1	0.497892953015102
hsa-mir-140	hsa-miR-140-5p	ADARB1	0.497892953015102
hsa-mir-140	hsa-miR-140-3p	ESRP1	0
hsa-mir-140	hsa-miR-140-5p	ESRP1	0
hsa-mir-140	hsa-miR-140-3p	LIN28A	0.4359197907585
hsa-mir-140	hsa-miR-140-5p	LIN28A	0.4359197907585
hsa-mir-140	hsa-miR-140-3p	LIN28B	0
hsa-mir-140	hsa-miR-140-5p	LIN28B	0
hsa-mir-140	hsa-miR-140-3p	ZCCHC11	0
hsa-mir-140	hsa-miR-140-5p	ZCCHC11	0
hsa-mir-140	hsa-miR-140-3p	ZCCHC6	0
hsa-mir-140	hsa-miR-140-5p	ZCCHC6	0
hsa-mir-140	hsa-miR-140-3p	HNRNPR	0.63596234888937
hsa-mir-140	hsa-miR-140-5p	HNRNPR	0.63596234888937
hsa-mir-140	hsa-miR-140-3p	SYNCRIP	0.504435788992107
hsa-mir-140	hsa-miR-140-5p	SYNCRIP	0.504435788992107
hsa-mir-140	hsa-miR-140-3p	ZFR	0
hsa-mir-140	hsa-miR-140-5p	ZFR	0
hsa-mir-140	hsa-miR-140-3p	TRMT1L	0
hsa-mir-140	hsa-miR-140-5p	TRMT1L	0
hsa-mir-140	hsa-miR-140-3p	MSI1	0
hsa-mir-140	hsa-miR-140-5p	MSI1	0
hsa-mir-140	hsa-miR-140-3p	MSI2	0
hsa-mir-140	hsa-miR-140-5p	MSI2	0
hsa-mir-140	hsa-miR-140-3p	TRIM26	0
hsa-mir-140	hsa-miR-140-5p	TRIM26	0
hsa-mir-140	hsa-miR-140-3p	SART3	0
hsa-mir-140	hsa-miR-140-5p	SART3	0
hsa-mir-140	hsa-miR-140-3p	RBBP6	0
hsa-mir-140	hsa-miR-140-5p	RBBP6	0
hsa-mir-140	hsa-miR-140-3p	CRTAP	1.05820105820106
hsa-mir-140	hsa-miR-140-5p	CRTAP	1.05820105820106
hsa-mir-140	hsa-miR-140-3p	P3H1	0
hsa-mir-140	hsa-miR-140-5p	P3H1	0
hsa-mir-140	hsa-miR-140-3p	TRA2A	0.621020770274502
hsa-mir-140	hsa-miR-140-5p	TRA2A	0.621020770274502
hsa-mir-140	hsa-miR-140-3p	TRA2B	0.799081735108293
hsa-mir-140	hsa-miR-140-5p	TRA2B	0.799081735108293
hsa-mir-140	hsa-miR-140-3p	WWP1	0
hsa-mir-140	hsa-miR-140-5p	WWP1	0
hsa-mir-140	hsa-miR-140-3p	WWP2	0
hsa-mir-140	hsa-miR-140-5p	WWP2	0
hsa-mir-140	hsa-miR-140-3p	CPSF1	0
hsa-mir-140	hsa-miR-140-5p	CPSF1	0
hsa-mir-140	hsa-miR-140-3p	CPSF2	0
hsa-mir-140	hsa-miR-140-5p	CPSF2	0
hsa-mir-140	hsa-miR-140-3p	CPSF3	0
hsa-mir-140	hsa-miR-140-5p	CPSF3	0
hsa-mir-140	hsa-miR-140-3p	CPSF4	0
hsa-mir-140	hsa-miR-140-5p	CPSF4	0
hsa-mir-140	hsa-miR-140-3p	NUDT21	0.115740740740741
hsa-mir-140	hsa-miR-140-5p	NUDT21	0.115740740740741
hsa-mir-140	hsa-miR-140-3p	CPSF6	0
hsa-mir-140	hsa-miR-140-5p	CPSF6	0
hsa-mir-140	hsa-miR-140-3p	CPSF7	0
hsa-mir-140	hsa-miR-140-5p	CPSF7	0
hsa-mir-140	hsa-miR-140-3p	CSTF2	0
hsa-mir-140	hsa-miR-140-5p	CSTF2	0
hsa-mir-140	hsa-miR-140-3p	CSTF3	0
hsa-mir-140	hsa-miR-140-5p	CSTF3	0
hsa-mir-140	hsa-miR-140-3p	FIP1L1	0
hsa-mir-140	hsa-miR-140-5p	FIP1L1	0
hsa-mir-140	hsa-miR-140-3p	WDR33	0
hsa-mir-140	hsa-miR-140-5p	WDR33	0
hsa-mir-140	hsa-miR-140-3p	SYMPK	0
hsa-mir-140	hsa-miR-140-5p	SYMPK	0
hsa-mir-140	hsa-miR-140-3p	EPRS	0.649257006859682
hsa-mir-140	hsa-miR-140-5p	EPRS	0.649257006859682
hsa-mir-140	hsa-miR-140-3p	RARS	0.17209552294607
